graph_uri,subject_uri,property_uri,object_uri_or_literal_indicator,literal_value,litera;_datatype_uri,literal_language
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#SheilaBerner>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_1,<http://topbraid.org/examples/kennedys#congressman>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://topbraid.org/examples/kennedys#Profession>
https://example.com/graph_7,<http://topbraid.org/examples/kennedys#PaulHill>,<http://topbraid.org/examples/kennedys#firstName>,L,Paul,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_5,<http://topbraid.org/examples/kennedys#cabinet-secretary>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://topbraid.org/examples/kennedys#Profession>
https://example.com/graph_3,<http://topbraid.org/examples/kennedys#VictoriaReggie>,<http://topbraid.org/examples/kennedys#birthYear>,L,1954,<http://www.w3.org/2001/XMLSchema#integer>,
https://example.com/graph_6,<http://topbraid.org/examples/kennedys#RobinLawford>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://topbraid.org/examples/kennedys#Person>
https://example.com/graph_1,<http://topbraid.org/examples/kennedys#LindaPotter>,<http://topbraid.org/examples/kennedys#middleName>,L,Sophia,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_5,<http://topbraid.org/examples/kennedys#PatrickBKennedy>,<http://topbraid.org/examples/kennedys#gender>,<http://topbraid.org/examples/kennedys#male>
https://example.com/graph_4,<http://topbraid.org/examples/kennedys#CarolynBessette>,<http://topbraid.org/examples/kennedys#firstName>,L,Carolyn,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_5,<http://topbraid.org/examples/kennedys#SheilaBerner>,<http://topbraid.org/examples/kennedys#gender>,<http://topbraid.org/examples/kennedys#female>
https://example.com/graph_9,<http://topbraid.org/examples/kennedys#MariaShriver>,<http://topbraid.org/examples/kennedys#middleName>,L,Owings,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_6,<http://topbraid.org/examples/kennedys#RoryKennedy>,<http://topbraid.org/examples/kennedys#lastName>,L,Kennedy,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_3,<http://topbraid.org/examples/kennedys#PatriciaKennedy>,<http://topbraid.org/examples/kennedys#birthYear>,L,1924,<http://www.w3.org/2001/XMLSchema#integer>,
https://example.com/graph_2,<http://topbraid.org/examples/kennedys#WilliamCavendish>,<http://topbraid.org/examples/kennedys#spouse>,<http://topbraid.org/examples/kennedys#KathleenAKennedy>
https://example.com/graph_5,<http://topbraid.org/examples/kennedys#CatholicUniversity>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_2,<http://topbraid.org/examples/kennedys#TimothyShriver>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_4,<http://topbraid.org/examples/kennedys#RobertPenderJr>,<http://topbraid.org/examples/kennedys#gender>,<http://topbraid.org/examples/kennedys#male>
https://example.com/graph_9,<http://topbraid.org/examples/kennedys#volunteer>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_9,<http://topbraid.org/examples/kennedys#JacquelineBouvier>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#DouglasKennedy>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://topbraid.org/examples/kennedys#Person>
https://example.com/graph_5,<http://topbraid.org/examples/kennedys#JohnKennedy>,<http://topbraid.org/examples/kennedys#parent>,<http://topbraid.org/examples/kennedys#RoseFitzgerald>
https://example.com/graph_4,<http://topbraid.org/examples/kennedys#firstName>,<http://www.w3.org/2000/01/rdf-schema#range>,<http://www.w3.org/2001/XMLSchema#string>
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#JeannieRipp>,<http://topbraid.org/examples/kennedys#spouse>,<http://topbraid.org/examples/kennedys#MarkShriver>
https://example.com/graph_9,<http://topbraid.org/examples/kennedys#RoseFitzgerald>,<http://topbraid.org/examples/kennedys#child>,<http://topbraid.org/examples/kennedys#EdwardKennedy>
https://example.com/graph_3,<http://topbraid.org/examples/kennedys#UniversityOfNewMexico>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://www.w3.org/2002/07/owl#NamedIndividual>
https://example.com/graph_6,<http://topbraid.org/examples/kennedys#JohnKennedy>,<http://topbraid.org/examples/kennedys#profession>,<http://topbraid.org/examples/kennedys#navy>
https://example.com/graph_1,<http://topbraid.org/examples/kennedys#MichaelAllen>,<http://topbraid.org/examples/kennedys#lastName>,L,Allen,<http://www.w3.org/2001/XMLSchema#string>,
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#UniversityOfWisconsin>,<http://topbraid.org/examples/kennedys#ivyLeague>,L,False,<http://www.w3.org/2001/XMLSchema#boolean>,
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#KaraKennedy>,<http://topbraid.org/examples/kennedys#deathYear>,L,2011,<http://www.w3.org/2001/XMLSchema#integer>,
https://example.com/graph_7,<http://topbraid.org/examples/kennedys#RoseFitzgerald>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://topbraid.org/examples/kennedys#Matriarch>
https://example.com/graph_8,<http://topbraid.org/examples/kennedys#MatthewKennedy>,<http://topbraid.org/examples/kennedys#parent>,<http://topbraid.org/examples/kennedys#EthelSkakel>
